cLogP,cLogS,Smiles
3.9533,-4.758,C[C@@H](C(Nc(cc1)cc(Cl)c1Cl)=O)Oc1ccccc1
2.998,-4.371,O=C(CN(C(c1c2cccc1)=O)C2=O)Nc(cc1)cc(Cl)c1Cl
3.0354,-3.724,O=C(Cc(cc1)ccc1Br)NC1CCCC1
2.1768,-2.9,O=C(Cc1cccs1)NC1CCCC1
2.8481,-3.679,COc(ccc(Cl)c1)c1C(NC1CCCC1)=O
1.9954,-2.455,CC(C)CC(NC1CCCC1)=O
2.7193,-3.791,COc(cc(cc1)SC)c1C(NC1CCCC1)=O
2.7527,-4.006,O=C(/C=C/c(cc1)cc2c1OCO2)NC1CCCC1
2.4498,-2.725,CCC[C@H](C)C(NC1CCCC1)=O
2.2463,-3.083,C[C@@H](C(NC1CCCC1)=O)Oc1ccccc1
3.5304,-3.927,O=C(Cc(cc1)ccc1Br)Nc1ccccc1
2.6718,-3.103,O=C(Cc1cccs1)Nc1ccccc1
4.8788,-4.796,O=C([C@H](c1ccccc1)Sc1ccccc1)Nc1ccccc1
3.2143,-3.994,COc(cc(cc1)SC)c1C(Nc1ccccc1)=O
2.7413,-3.286,C[C@@H](C(Nc1ccccc1)=O)Oc1ccccc1
2.9684,-3.615,COc(ccc(Cl)c1)c1C(Nc1nccs1)=O
2.1157,-2.391,CC(C)CC(Nc1nccs1)=O
2.5701,-2.661,CCC[C@H](C)C(Nc1nccs1)=O
0.6811,-1.863,C[C@@H](C(N)=O)Oc1ccccc1
4.9324,-4.309,O=C(Cc(cc1)ccc1Br)N1CCC(Cc2ccccc2)CC1
5.0891,-4.113,CC[C@H](C(N1CCC(Cc2ccccc2)CC1)=O)c1ccccc1
5.1443,-4.616,O=C(/C=C/c(cccc1)c1Cl)N1CCC(Cc2ccccc2)CC1
4.6163,-4.376,COc(cc(cc1)SC)c1C(N1CCC(Cc2ccccc2)CC1)=O
4.3468,-3.31,CCC[C@H](C)C(N1CCC(Cc2ccccc2)CC1)=O
4.2556,-4.761,O=C(Cc(cc1)ccc1Br)Nc(cc1)ccc1Br
3.397,-3.937,O=C(Cc1cccs1)Nc(cc1)ccc1Br
4.0683,-4.716,COc(ccc(Cl)c1)c1C(Nc(cc1)ccc1Br)=O
3.7814,-3.669,CC(C)(C)CC(Nc(cc1)ccc1Br)=O
1.2912,-2.57,CN(C)S(Nc(cc1)ccc1Br)(=O)=O
3.9395,-4.828,COc(cc(cc1)SC)c1C(Nc(cc1)ccc1Br)=O
3.2156,-3.492,CC[C@H](C)C(Nc(cc1)ccc1Br)=O
3.67,-3.762,CCC[C@H](C)C(Nc(cc1)ccc1Br)=O
3.3564,-4.209,COC(c1cc(NC(Cc(cc2)ccc2Br)=O)cc(C(OC)=O)c1)=O
3.0856,-3.645,COC(c1cc(C(OC)=O)cc(NC(CCc2ccccc2)=O)c1)=O
2.4978,-3.385,COC(c1cc(NC(Cc2cccs2)=O)cc(C(OC)=O)c1)=O
3.5683,-4.516,COC(c1cc(NC(/C=C/c(cccc2)c2Cl)=O)cc(C(OC)=O)c1)=O
2.8822,-3.117,CC(C)(C)CC(Nc1cc(C(OC)=O)cc(C(OC)=O)c1)=O
2.8822,-3.117,CCC(C)(C)C(Nc1cc(C(OC)=O)cc(C(OC)=O)c1)=O
2.3164,-2.94,CC(C)CC(Nc1cc(C(OC)=O)cc(C(OC)=O)c1)=O
2.3164,-2.94,CC[C@H](C)C(Nc1cc(C(OC)=O)cc(C(OC)=O)c1)=O
2.7708,-3.21,CCC[C@H](C)C(Nc1cc(C(OC)=O)cc(C(OC)=O)c1)=O
4.2182,-4.615,Cc1cccc(NC(Cc(cc2)ccc2Br)=O)c1C
4.0309,-4.57,Cc1cccc(NC(c(cc(cc2)Cl)c2OC)=O)c1C
3.744,-3.523,CC(C)(C)CC(Nc1c(C)c(C)ccc1)=O
3.744,-3.523,CCC(C)(C)C(Nc1c(C)c(C)ccc1)=O
1.2538,-2.424,Cc1cccc(NS(N(C)C)(=O)=O)c1C
3.9021,-4.682,Cc1cccc(NC(c(ccc(SC)c2)c2OC)=O)c1C
3.1782,-3.346,CC[C@H](C)C(Nc1c(C)c(C)ccc1)=O
3.9355,-4.897,Cc1cccc(NC(/C=C/c(cc2)cc3c2OCO3)=O)c1C
2.4738,-3.587,Cc1cccc(NC(CN(C(c2c3cccc2)=O)C3=O)=O)c1C
2.5873,-3.098,CC(C)NC(Cc(cc1)ccc1Br)=O
1.7287,-2.274,CC(C)NC(Cc1cccs1)=O
2.4,-3.053,CC(C)NC(c(cc(cc1)Cl)c1OC)=O
1.7982,-2.457,CC(C)NC([C@H](C)Oc1ccccc1)=O
4.3787,-4.705,O=C(Cc(cc1)ccc1Br)Nc1cc(C(F)(F)F)ccc1
4.5354,-4.509,CC[C@H](C(Nc1cccc(C(F)(F)F)c1)=O)c1ccccc1
3.9045,-3.613,CCC(C)(C)C(Nc1cccc(C(F)(F)F)c1)=O
3.3387,-3.436,CC[C@H](C)C(Nc1cccc(C(F)(F)F)c1)=O
3.5896,-4.064,C[C@@H](C(Nc1cccc(C(F)(F)F)c1)=O)Oc1ccccc1
5.0526,-4.97,CC[C@H](C)c(cc1)ccc1NC(Cc(cc1)ccc1Cl)=O
5.1718,-5.068,CC[C@H](C)c(cc1)ccc1NC(Cc(cc1)ccc1Br)=O
4.901,-4.504,CC[C@H](C)c(cc1)ccc1NC(CCc1ccccc1)=O
4.3132,-4.244,CC[C@H](C)c(cc1)ccc1NC(Cc1cccs1)=O
4.6976,-3.976,CC[C@H](C)c(cc1)ccc1NC(CC(C)(C)C)=O
4.6976,-3.976,CC[C@H](C)c(cc1)ccc1NC(C(C)(C)CC)=O
4.1318,-3.799,CC[C@H](C)c(cc1)ccc1NC(CC(C)C)=O
4.1318,-3.799,CC[C@H](C)C(Nc1ccc([C@@H](C)CC)cc1)=O
4.8891,-5.35,CC[C@H](C)c(cc1)ccc1NC(/C=C/c(cc1)cc2c1OCO2)=O
4.5862,-4.069,CCC[C@H](C)C(Nc1ccc([C@@H](C)CC)cc1)=O
4.3827,-4.427,CC[C@H](C)c(cc1)ccc1NC([C@H](C)Oc1ccccc1)=O
3.4274,-4.04,CC[C@H](C)c(cc1)ccc1NC(CN(C(c1c2cccc1)=O)C2=O)=O
4.4492,-4.3,CC[C@H](C)c(cc1)ccc1NC(C(Cl)(Cl)Cl)=O
3.4386,-3.076,C=CCN(CC=C)C(Cc(cc1)ccc1Br)=O
3.5953,-2.88,CC[C@H](C(N(CC=C)CC=C)=O)c1ccccc1
2.58,-2.252,C=CCN(CC=C)C(Cc1cccs1)=O
2.1229,-3.107,C=CCN(CC=C)C(/C=C/c1cccc([N+]([O-])=O)c1)=O
3.1225,-3.143,COc(cc(cc1)SC)c1C(N(CC=C)CC=C)=O
2.6495,-2.435,C[C@@H](C(N(CC=C)CC=C)=O)Oc1ccccc1
2.716,-2.308,C=CCN(CC=C)C(C(Cl)(Cl)Cl)=O
3.5265,-3.814,C[C@@H](c1ccccc1)NC(Cc(cc1)ccc1Br)=O
3.3392,-3.769,C[C@@H](c1ccccc1)NC(c(cc(cc1)Cl)c1OC)=O
4.8749,-4.683,C[C@@H](c1ccccc1)NC([C@H](c1ccccc1)Sc1ccccc1)=O
3.0523,-2.722,C[C@@H](c1ccccc1)NC(CC(C)(C)C)=O
1.0971,-1.35,C[C@@H](c1ccccc1)NS(N(C)C)(=O)=O
3.2104,-3.881,C[C@@H](c1ccccc1)NC(c(ccc(SC)c1)c1OC)=O
2.9409,-2.815,CCC[C@H](C)C(N[C@@H](C)c1ccccc1)=O
1.7821,-2.786,C[C@@H](c1ccccc1)NC(CN(C(c1c2cccc1)=O)C2=O)=O
3.9745,-4.093,O=C(/C=C/c(cccc1)c1Cl)N(CC1)CCN1c(cc1)ccc1F
2.7226,-2.517,CC(C)CC(N(CC1)CCN1c(cc1)ccc1F)=O
3.4465,-3.853,COc(cc(cc1)SC)c1C(N(CC1)CCN1c(cc1)ccc1F)=O
2.7226,-2.517,CC[C@H](C)C(N(CC1)CCN1c(cc1)ccc1F)=O
3.177,-2.787,CCC[C@H](C)C(N(CC1)CCN1c(cc1)ccc1F)=O
3.04,-3.018,O=C(C(Cl)(Cl)Cl)N(CC1)CCN1c(cc1)ccc1F
0.8706,-1.517,COCCNC(Cc1cccs1)=O
1.9411,-2.648,COCCNC(/C=C/c(cccc1)c1Cl)=O
1.5419,-2.296,COCCNC(c(cc(cc1)Cl)c1OC)=O
3.0776,-3.21,COCCNC([C@H](c1ccccc1)Sc1ccccc1)=O
0.9401,-1.7,C[C@@H](C(NCCOC)=O)Oc1ccccc1
-0.0152,-1.313,COCCNC(CN(C(c1c2cccc1)=O)C2=O)=O
5.2292,-6.037,O=C(Cc(cc1)ccc1Cl)Nc(c(Cl)c1)cc(Cl)c1Cl
5.3484,-6.135,O=C(Cc(cc1)ccc1Br)Nc(cc(c(Cl)c1)Cl)c1Cl
5.5051,-5.939,CC[C@H](C(Nc(c(Cl)c1)cc(Cl)c1Cl)=O)c1ccccc1
5.1611,-6.09,COc(ccc(Cl)c1)c1C(Nc(c(Cl)c1)cc(Cl)c1Cl)=O
5.0323,-6.202,COc(cc(cc1)SC)c1C(Nc(c(Cl)c1)cc(Cl)c1Cl)=O
4.3084,-4.866,CC[C@H](C)C(Nc(c(Cl)c1)cc(Cl)c1Cl)=O
4.7628,-5.136,CCC[C@H](C)C(Nc(c(Cl)c1)cc(Cl)c1Cl)=O
4.5593,-5.494,C[C@@H](C(Nc(c(Cl)c1)cc(Cl)c1Cl)=O)Oc1ccccc1
3.3265,-3.565,CC[C@H](C(NCc(cccc1)c1OC)=O)c1ccccc1
2.3112,-2.937,COc1c(CNC(Cc2cccs2)=O)cccc1
3.3817,-4.068,COc1c(CNC(/C=C/c(cccc2)c2Cl)=O)cccc1
1.8541,-3.792,COc1c(CNC(/C=C/c2cccc([N+]([O-])=O)c2)=O)cccc1
2.9825,-3.716,COc1c(CNC(c(cc(cc2)Cl)c2OC)=O)cccc1
0.7404,-1.297,CN(C)S(NCc(cccc1)c1OC)(=O)=O
2.8537,-3.828,COc1c(CNC(c(ccc(SC)c2)c2OC)=O)cccc1
2.8871,-4.043,COc1c(CNC(/C=C/c(cc2)cc3c2OCO3)=O)cccc1
2.5842,-2.762,CCC[C@H](C)C(NCc(cccc1)c1OC)=O
2.3807,-3.12,C[C@@H](C(NCc(cccc1)c1OC)=O)Oc1ccccc1
3.7934,-3.583,CCN(Cc1ccccc1)C(Cc(cc1)ccc1Cl)=O
3.9126,-3.681,CCN(Cc1ccccc1)C(Cc(cc1)ccc1Br)=O
3.6418,-3.117,CCN(Cc1ccccc1)C(CCc1ccccc1)=O
4.0693,-3.485,CC[C@H](C(N(CC)Cc1ccccc1)=O)c1ccccc1
3.054,-2.857,CCN(Cc1ccccc1)C(Cc1cccs1)=O
4.1245,-3.988,CCN(Cc1ccccc1)C(/C=C/c(cccc1)c1Cl)=O
5.261,-4.55,CCN(Cc1ccccc1)C([C@H](c1ccccc1)Sc1ccccc1)=O
1.3099,-1.165,CCN(Cc1ccccc1)S(N(C)C)(=O)=O
3.5965,-3.748,CCN(Cc1ccccc1)C(c(ccc(SC)c1)c1OC)=O
3.6299,-3.963,CCN(Cc1ccccc1)C(/C=C/c(cc1)cc2c1OCO2)=O
3.327,-2.682,CCC[C@H](C)C(N(CC)Cc1ccccc1)=O
3.1235,-3.04,CCN(Cc1ccccc1)C([C@H](C)Oc1ccccc1)=O
2.7642,-2.662,CCN(Cc1ccccc1)C(COc1ccccc1)=O
2.1682,-2.653,CCN(Cc1ccccc1)C(CN(C(c1c2cccc1)=O)C2=O)=O
3.2731,-3.9,COc(cc1)ccc1NC(c(cc(cc1)Cl)c1OC)=O
3.2248,-4.001,Cc1cc(NC(Cc(cc2)ccc2Br)=O)ncc1
3.4367,-4.308,Cc1cc(NC(/C=C/c(cccc2)c2Cl)=O)ncc1
2.1848,-2.732,CC(C)CC(Nc1nccc(C)c1)=O
2.6392,-3.002,CCC[C@H](C)C(Nc1nccc(C)c1)=O
4.9847,-5.441,O=C(Cc(cc1)ccc1Br)Nc(cc(C(F)(F)F)cc1)c1Cl
4.1261,-4.617,O=C(Cc1cccs1)Nc(cc(C(F)(F)F)cc1)c1Cl
4.5906,-5.012,O=C(/C=C/c1ccccc1)Nc(cc(C(F)(F)F)cc1)c1Cl
4.5105,-4.349,CC(C)(C)CC(Nc(cc(C(F)(F)F)cc1)c1Cl)=O
4.6686,-5.508,COc(cc(cc1)SC)c1C(Nc(cc(C(F)(F)F)cc1)c1Cl)=O
4.3991,-4.442,CCC[C@H](C)C(Nc(cc(C(F)(F)F)cc1)c1Cl)=O
3.8497,-4.368,CCOC(c(cc1)ccc1NC(Cc(cc1)ccc1Br)=O)=O
2.9911,-3.544,CCOC(c(cc1)ccc1NC(Cc1cccs1)=O)=O
3.6624,-4.323,CCOC(c(cc1)ccc1NC(c(cc(cc1)Cl)c1OC)=O)=O
2.8097,-3.099,CC[C@H](C)C(Nc(cc1)ccc1C(OCC)=O)=O
3.0606,-3.727,CCOC(c(cc1)ccc1NC([C@H](C)Oc1ccccc1)=O)=O
3.1271,-3.6,CCOC(c(cc1)ccc1NC(C(Cl)(Cl)Cl)=O)=O
1.4905,-1.91,O=C(Cc(cc1)ccc1Br)NCCN1CCOCC1
4.7424,-5.399,O=C(Cc(cc1)ccc1Br)Nc(cc(cc1)Cl)c1Cl
4.8991,-5.203,CC[C@H](C(Nc(cc(cc1)Cl)c1Cl)=O)c1ccccc1
3.8838,-4.575,O=C(Cc1cccs1)Nc(cc(cc1)Cl)c1Cl
4.5551,-5.354,COc(ccc(Cl)c1)c1C(Nc(cc(cc1)Cl)c1Cl)=O
4.4263,-5.466,COc(cc(cc1)SC)c1C(Nc(cc(cc1)Cl)c1Cl)=O
4.1568,-4.4,CCC[C@H](C)C(Nc(cc(cc1)Cl)c1Cl)=O
3.9533,-4.758,C[C@@H](C(Nc(cc(cc1)Cl)c1Cl)=O)Oc1ccccc1
3.0359,-2.548,CC[C@H](C(N1CCCC1)=O)c1ccccc1
2.0206,-1.92,O=C(Cc1cccs1)N1CCCC1
3.0911,-3.051,O=C(/C=C/c(cccc1)c1Cl)N1CCCC1
1.5635,-2.775,[O-][N+](c1cc(/C=C/C(N2CCCC2)=O)ccc1)=O
2.5631,-2.811,COc(cc(cc1)SC)c1C(N1CCCC1)=O
2.0901,-2.103,C[C@@H](C(N1CCCC1)=O)Oc1ccccc1
1.1348,-1.716,O=C(CN(C(c1c2cccc1)=O)C2=O)N1CCCC1
3.8483,-4.845,O=C(Cc(cc1)ccc1Cl)Nc(cccc1)c1I
3.6967,-4.379,O=C(CCc1ccccc1)Nc(cccc1)c1I
4.1242,-4.747,CC[C@H](C(Nc(cccc1)c1I)=O)c1ccccc1
3.7802,-4.898,COc(ccc(Cl)c1)c1C(Nc(cccc1)c1I)=O
3.1784,-4.302,C[C@@H](C(Nc(cccc1)c1I)=O)Oc1ccccc1
2.8191,-3.924,O=C(COc1ccccc1)Nc(cccc1)c1I
2.2231,-3.915,O=C(CN(C(c1c2cccc1)=O)C2=O)Nc(cccc1)c1I
3.6312,-4.241,O=C(Cc(cc1)ccc1Br)Nc1cc(F)ccc1
2.7726,-3.417,O=C(Cc1cccs1)Nc1cc(F)ccc1
3.8431,-4.548,O=C(/C=C/c(cccc1)c1Cl)Nc1cc(F)ccc1
3.4439,-4.196,COc(ccc(Cl)c1)c1C(Nc1cc(F)ccc1)=O
3.157,-3.149,CC(C)(C)CC(Nc1cccc(F)c1)=O
3.157,-3.149,CCC(C)(C)C(Nc1cccc(F)c1)=O
3.3151,-4.308,COc(cc(cc1)SC)c1C(Nc1cc(F)ccc1)=O
3.0456,-3.242,CCC[C@H](C)C(Nc1cccc(F)c1)=O
2.8421,-3.6,C[C@@H](C(Nc1cccc(F)c1)=O)Oc1ccccc1
1.8868,-3.213,O=C(CN(C(c1c2cccc1)=O)C2=O)Nc1cccc(F)c1
3.8002,-4.186,O=C(/C=C/c(cccc1)c1Cl)n1c(cccc2)c2nc1
2.8657,-3.111,O=C(C(Cl)(Cl)Cl)n1c(cccc2)c2nc1
4.3749,-4.419,CC[C@H](C(Nc1cc(C)c(C)cc1)=O)c1ccccc1
3.3596,-3.791,Cc(cc1)c(C)cc1NC(Cc1cccs1)=O
3.744,-3.523,CCC(C)(C)C(Nc1cc(C)c(C)cc1)=O
1.2538,-2.424,Cc(cc1)c(C)cc1NS(N(C)C)(=O)=O
3.1782,-3.346,CC[C@H](C)C(Nc1cc(C)c(C)cc1)=O
3.6326,-3.616,CCC[C@H](C)C(Nc1cc(C)c(C)cc1)=O
3.4291,-3.974,C[C@@H](C(Nc1cc(C)c(C)cc1)=O)Oc1ccccc1
3.0081,-3.421,CCOc(cc1)ccc1NC(Cc1cccs1)=O
3.3925,-3.153,CCC(C)(C)C(Nc(cc1)ccc1OCC)=O
0.9023,-2.054,CCOc(cc1)ccc1NS(N(C)C)(=O)=O
2.8267,-2.976,CC[C@H](C)C(Nc(cc1)ccc1OCC)=O
3.584,-4.527,CCOc(cc1)ccc1NC(/C=C/c(cc1)cc2c1OCO2)=O
3.2811,-3.246,CCC[C@H](C)C(Nc(cc1)ccc1OCC)=O
3.0776,-3.604,CCOc(cc1)ccc1NC([C@H](C)Oc1ccccc1)=O
2.8335,-4.633,Cc(cc(cc1)[N+]([O-])=O)c1NC(Cc(cc1)ccc1Cl)=O
2.9527,-4.731,Cc(cc(cc1)[N+]([O-])=O)c1NC(Cc(cc1)ccc1Br)=O
3.1094,-4.535,CC[C@H](C(Nc(cc1)c(C)cc1[N+]([O-])=O)=O)c1ccccc1
3.1646,-5.038,Cc(cc(cc1)[N+]([O-])=O)c1NC(/C=C/c(cccc1)c1Cl)=O
4.3011,-5.6,Cc(cc(cc1)[N+]([O-])=O)c1NC([C@H](c1ccccc1)Sc1ccccc1)=O
2.4785,-3.639,CC(C)(C)CC(Nc(cc1)c(C)cc1[N+]([O-])=O)=O
2.4785,-3.639,CCC(C)(C)C(Nc(cc1)c(C)cc1[N+]([O-])=O)=O
1.9127,-3.462,CC(C)CC(Nc(cc1)c(C)cc1[N+]([O-])=O)=O
2.6366,-4.798,Cc(cc(cc1)[N+]([O-])=O)c1NC(c(ccc(SC)c1)c1OC)=O
1.9127,-3.462,CC[C@H](C)C(Nc(cc1)c(C)cc1[N+]([O-])=O)=O
2.67,-5.013,Cc(cc(cc1)[N+]([O-])=O)c1NC(/C=C/c(cc1)cc2c1OCO2)=O
2.3671,-3.732,CCC[C@H](C)C(Nc(cc1)c(C)cc1[N+]([O-])=O)=O
3.9365,-3.707,CC[C@H](C(N(C)c1ccccc1)=O)c1ccccc1
2.9212,-3.079,CN(C(Cc1cccs1)=O)c1ccccc1
2.4641,-3.934,CN(C(/C=C/c1cccc([N+]([O-])=O)c1)=O)c1ccccc1
0.4712,-1.846,CN(C)S(N(C)c1ccccc1)(=O)=O
3.4637,-3.97,CN(C(c(ccc(SC)c1)c1OC)=O)c1ccccc1
3.4971,-4.185,CN(C(/C=C/c(cc1)cc2c1OCO2)=O)c1ccccc1
3.1942,-2.904,CCC[C@H](C)C(N(C)c1ccccc1)=O
2.9907,-3.262,C[C@@H](C(N(C)c1ccccc1)=O)Oc1ccccc1
2.0354,-2.875,CN(C(CN(C(c1c2cccc1)=O)C2=O)=O)c1ccccc1
2.63,-2.094,CCN(CC)C(CCc1ccccc1)=O
2.0422,-1.834,CCN(CC)C(Cc1cccs1)=O
3.1127,-2.965,CCN(CC)C(/C=C/c(cccc1)c1Cl)=O
2.7135,-2.613,CCN(CC)C(c(cc(cc1)Cl)c1OC)=O
4.2492,-3.527,CCN(CC)C([C@H](c1ccccc1)Sc1ccccc1)=O
2.5847,-2.725,CCN(CC)C(c(ccc(SC)c1)c1OC)=O
3.5847,-2.95,O=C(Cc(cc1)ccc1Br)N1CCN(Cc2ccccc2)CC1
3.7966,-3.257,O=C(/C=C/c(cccc1)c1Cl)N1CCN(Cc2ccccc2)CC1
2.5447,-1.681,CC[C@H](C)C(N1CCN(Cc2ccccc2)CC1)=O
2.9991,-1.951,CCC[C@H](C)C(N1CCN(Cc2ccccc2)CC1)=O
2.8621,-2.182,O=C(C(Cl)(Cl)Cl)N1CCN(Cc2ccccc2)CC1
2.2389,-2.948,O=C(Cc(cc1)ccc1Br)NCc1cnccc1
1.3803,-2.124,O=C(Cc1cccs1)NCc1cnccc1
3.5873,-3.817,O=C([C@H](c1ccccc1)Sc1ccccc1)NCc1cnccc1
1.7647,-1.856,CCC(C)(C)C(NCc1cnccc1)=O
1.9228,-3.015,COc(cc(cc1)SC)c1C(NCc1cnccc1)=O
1.6533,-1.949,CCC[C@H](C)C(NCc1cnccc1)=O
4.4108,-4.449,CCN(C(Cc(cc1)ccc1Cl)=O)c1c(C)cccc1
4.1359,-4.118,CCN(C(/C=C/c1ccccc1)=O)c1c(C)cccc1
4.7419,-4.854,CCN(C(/C=C/c(cccc1)c1Cl)=O)c1c(C)cccc1
3.2143,-4.578,CCN(C(/C=C/c1cccc([N+]([O-])=O)c1)=O)c1c(C)cccc1
1.2214,-2.49,CCN(c1c(C)cccc1)S(N(C)C)(=O)=O
4.2473,-4.829,CCN(C(/C=C/c(cc1)cc2c1OCO2)=O)c1c(C)cccc1
3.9444,-3.548,CCC[C@H](C)C(N(CC)c1c(C)cccc1)=O
3.7409,-3.906,CCN(C([C@H](C)Oc1ccccc1)=O)c1c(C)cccc1
3.3816,-3.528,CCN(C(COc1ccccc1)=O)c1c(C)cccc1
2.7856,-3.519,CCN(C(CN(C(c1c2cccc1)=O)C2=O)=O)c1c(C)cccc1
3.8074,-3.779,CCN(C(C(Cl)(Cl)Cl)=O)c1c(C)cccc1
1.4736,-2.868,N#CCNC(Cc(cc1)ccc1Br)=O
0.1579,-2.899,N#CCNC(/C=C/c1cccc([N+]([O-])=O)c1)=O
1.2863,-2.823,COc(ccc(Cl)c1)c1C(NCC#N)=O
1.1575,-2.935,COc(cc(cc1)SC)c1C(NCC#N)=O
0.6845,-2.227,C[C@@H](C(NCC#N)=O)Oc1ccccc1
4.7424,-5.399,O=C(Cc(cc1)ccc1Br)Nc1cc(Cl)cc(Cl)c1
3.8838,-4.575,O=C(Cc1cccs1)Nc1cc(Cl)cc(Cl)c1
4.5551,-5.354,COc(ccc(Cl)c1)c1C(Nc1cc(Cl)cc(Cl)c1)=O
4.2682,-4.307,CC(C)(C)CC(Nc1cc(Cl)cc(Cl)c1)=O
1.778,-3.208,CN(C)S(Nc1cc(Cl)cc(Cl)c1)(=O)=O
3.7024,-4.13,CC(C)CC(Nc1cc(Cl)cc(Cl)c1)=O
4.4263,-5.466,COc(cc(cc1)SC)c1C(Nc1cc(Cl)cc(Cl)c1)=O
3.9533,-4.758,C[C@@H](C(Nc1cc(Cl)cc(Cl)c1)=O)Oc1ccccc1
2.998,-4.371,O=C(CN(C(c1c2cccc1)=O)C2=O)Nc1cc(Cl)cc(Cl)c1
3.6312,-4.241,O=C(Cc(cc1)ccc1Br)Nc(cc1)ccc1F
2.5912,-2.972,CC[C@H](C)C(Nc(cc1)ccc1F)=O
3.3485,-4.523,O=C(/C=C/c(cc1)cc2c1OCO2)Nc(cc1)ccc1F
3.0456,-3.242,CCC[C@H](C)C(Nc(cc1)ccc1F)=O
4.7174,-4.798,CC(C)c(cccc1)c1NC(Cc(cc1)ccc1Br)=O
3.8588,-3.974,CC(C)c(cccc1)c1NC(Cc1cccs1)=O
4.9293,-5.105,CC(C)c(cccc1)c1NC(/C=C/c(cccc1)c1Cl)=O
4.2432,-3.706,CC(C)c(cccc1)c1NC(CC(C)(C)C)=O
4.2432,-3.706,CCC(C)(C)C(Nc1c(C(C)C)cccc1)=O
4.4013,-4.865,CC(C)c(cccc1)c1NC(c(ccc(SC)c1)c1OC)=O
3.9283,-4.157,CC(C)c(cccc1)c1NC([C@H](C)Oc1ccccc1)=O
3.9948,-4.03,CC(C)c(cccc1)c1NC(C(Cl)(Cl)Cl)=O
3.2148,-5.123,[O-][N+](c(cc1)cc(NC(Cc(cc2)ccc2Br)=O)c1Cl)=O
2.944,-4.559,[O-][N+](c(cc1)cc(NC(CCc2ccccc2)=O)c1Cl)=O
2.3562,-4.299,[O-][N+](c(cc1)cc(NC(Cc2cccs2)=O)c1Cl)=O
3.4267,-5.43,[O-][N+](c(cc1)cc(NC(/C=C/c(cccc2)c2Cl)=O)c1Cl)=O
3.0275,-5.078,COc(ccc(Cl)c1)c1C(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O
4.5632,-5.992,[O-][N+](c(cc1)cc(NC([C@H](c2ccccc2)Sc2ccccc2)=O)c1Cl)=O
2.7406,-4.031,CC(C)(C)CC(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O
2.7406,-4.031,CCC(C)(C)C(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O
2.1748,-3.854,CC(C)CC(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O
2.8987,-5.19,COc(cc(cc1)SC)c1C(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O
2.1748,-3.854,CC[C@H](C)C(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O
2.9321,-5.405,[O-][N+](c(cc1)cc(NC(/C=C/c(cc2)cc3c2OCO3)=O)c1Cl)=O
2.6292,-4.124,CCC[C@H](C)C(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O
2.4257,-4.482,C[C@@H](C(Nc(cc(cc1)[N+]([O-])=O)c1Cl)=O)Oc1ccccc1
4.4292,-4.858,O=C(Cc(cc1)ccc1Cl)N(Cc1ccccc1)c1ncccc1
4.5484,-4.956,O=C(Cc(cc1)ccc1Br)N(Cc1ccccc1)c1ncccc1
4.7603,-5.263,O=C(/C=C/c(cccc1)c1Cl)N(Cc1ccccc1)c1ncccc1
3.2327,-4.987,[O-][N+](c1cc(/C=C/C(N(Cc2ccccc2)c2ncccc2)=O)ccc1)=O
4.3611,-4.911,COc(ccc(Cl)c1)c1C(N(Cc1ccccc1)c1ncccc1)=O
3.9628,-3.957,CCC[C@H](C)C(N(Cc1ccccc1)c1ncccc1)=O
2.6824,-2.99,CCCNC(Cc(cc1)ccc1Br)=O
2.3663,-3.057,CCCNC(c(ccc(SC)c1)c1OC)=O
4.1849,-4.54,CCCOC(c(cc1)ccc1NC(Cc(cc1)ccc1Cl)=O)=O
4.3041,-4.638,CCCOC(c(cc1)ccc1NC(Cc(cc1)ccc1Br)=O)=O
4.0333,-4.074,CCCOC(c(cc1)ccc1NC(CCc1ccccc1)=O)=O
4.4608,-4.442,CCCOC(c(cc1)ccc1NC([C@@H](CC)c1ccccc1)=O)=O
3.4455,-3.814,CCCOC(c(cc1)ccc1NC(Cc1cccs1)=O)=O
4.516,-4.945,CCCOC(c(cc1)ccc1NC(/C=C/c(cccc1)c1Cl)=O)=O
4.1168,-4.593,CCCOC(c(cc1)ccc1NC(c(cc(cc1)Cl)c1OC)=O)=O
3.8299,-3.546,CCCOC(c(cc1)ccc1NC(CC(C)(C)C)=O)=O
3.8299,-3.546,CCCOC(c(cc1)ccc1NC(C(C)(C)CC)=O)=O
3.988,-4.705,CCCOC(c(cc1)ccc1NC(c(ccc(SC)c1)c1OC)=O)=O
3.2641,-3.369,CCCOC(c(cc1)ccc1NC([C@@H](C)CC)=O)=O
4.0214,-4.92,CCCOC(c(cc1)ccc1NC(/C=C/c(cc1)cc2c1OCO2)=O)=O
3.7185,-3.639,CCC[C@H](C)C(Nc(cc1)ccc1C(OCCC)=O)=O
3.5815,-3.87,CCCOC(c(cc1)ccc1NC(C(Cl)(Cl)Cl)=O)=O
