cLogP,cLogS,Smiles
5.2678,-7.094,O=C(Nc(cc1)ccc1-c1ccccc1)Nc(cc(c(F)c1)F)c1Cl
4.1694,-5.082,CN(C1CCCCC1)C(Nc1cccc(NC(N(C)C2CCCCC2)=O)c1)=O
1.8407,-2.898,OCCCC(N/N=C/c(cc1)ccc1F)=O
4.4569,-5.786,O=C(Nc1c(C(F)(F)F)cccc1)Nc(cc(c(F)c1)F)c1Cl
4.8999,-5.984,CC(C)(C)c1ccc(CNC(Nc(cc(c(F)c2)F)c2Cl)=O)cc1
3.2549,-4.769,COc(cc1)ccc1OCCNC(Nc(cc(c(F)c1)F)c1Cl)=O
2.8008,-3.944,CC(N1/N=C/c(cccc2)c2F)=Nc(cccc2)c2C1=O
2.56,-3.666,CC(N1/N=C/c(cc(cc2)OC)c2OC)=Nc(cccc2)c2C1=O
2.7711,-2.589,CC(N(CCOc1ccccc1)CCOc1ccccc1)=O
2.958,-3.65,COc1ccc(COC(Nc(cc2)cc(OC)c2OC)=[OH+])cc1
4.0862,-4.756,COc(ccc(NC(NC(c1ccccc1)c1ccccc1)=O)c1)c1OC
3.8515,-5.173,C[C@@H](c1cccc2ccccc12)NC(Nc(cc1)cc(OC)c1OC)=O
0.823,-0.821,O=C(c1nc(cccc2)c2[nH]1)N1CCOCC1
3.054,-5.42,[O-][N+](c1cccc(COC(Nc(cc(c(F)c2)F)c2Cl)=[OH+])c1)=O
4.087,-5.671,[OH+]=C(Nc(cc(c(F)c1)F)c1Cl)OCc(cc1)cc2c1OCO2
4.1164,-5.341,O=C(CSCc(cc1)ccc1Br)N/N=C/c1ccccc1
4.8416,-6.175,O=C(CSCc(cc1)ccc1Br)N/N=C/c(cc1)ccc1Br
3.1948,-5.801,[O-][N+](c1ccc(/C=N/NC(CSCc(cc2)ccc2Br)=O)cc1)=O
4.7224,-6.077,O=C(CSCc(cc1)ccc1Br)N/N=C/c(cc1)ccc1Cl
3.5717,-5.029,COc(ccc(NC(NCCOc1cccc2ccccc12)=O)c1)c1OC
4.5193,-6.357,O=C(NCCOc1cccc2ccccc12)Nc(cc(c(F)c1)F)c1Cl
3.8356,-4.996,COc1cc(OC)c(COC(Nc(cc(c(F)c2)F)c2Cl)=[OH+])cc1
3.9056,-4.978,COc1ccc(COC(Nc(cc(c(F)c2)F)c2Cl)=[OH+])cc1
5.4528,-6.166,O=C(Nc(cc1)cc(Cl)c1Cl)Oc1cc(CCCC2)c2cc1
4.0384,-5.095,COc(cc1)ccc1OCCNC(Nc1cccc2ccccc12)=S
5.1854,-6.39,Cc1cc(OC(Nc(cc(c(F)c2)F)c2Cl)=O)cc(C)c1Cl
5.8947,-7.396,Cc(cc1)ccc1-c(cc1)ccc1OC(Nc(cc(c(F)c1)F)c1Cl)=O
3.5651,-4.895,CC(Nc(cc1)ccc1-c1cc(cccc2)c2o1)=O
3.6873,-4.826,O=C(c1cccc(NC(Nc(cc2)cc(Cl)c2Cl)=O)c1)N1CCOCC1
0.1489,-2.15,CCS(N/N=C(/c(cccc1)c1N1)\C1=O)(=O)=O
2.7224,-3.243,COc(cccc1)c1N(CC1)CCN1C(Nc(cc1)cc(OC)c1OC)=O
3.5119,-3.86,COc1ccc(CCC(NCCOc(cccc2)c2Cl)=O)cc1
2.5666,-4.435,COc(cc1)ccc1NC(Nc(cccc1)c1C#N)=O
2.5666,-4.435,COc(cccc1)c1NC(Nc(cccc1)c1C#N)=O
1.7979,-3.401,CCOc(cc1)cc2c1nc(SCC(N)=O)s2
3.6581,-5.16,CSC(N1c2ccccc2)=Nc(ccc(Br)c2)c2C1=O
2.304,-3.137,CNC(Nc1ccc(Cc2ccncc2)cc1)=S
2.5658,-3.454,O=C(CSC(N1CCCC1)=S)Nc(cc1)ccc1F
3.0066,-4.734,Nc1nnc(SCc(cccc2)c2Br)s1
1.3121,-3.594,COc1ccc(CNC(c(cccc2)c2OC2=O)=C2[N+]([O-])=O)cc1
4.2253,-5.587,C=CCn1c(SCC(c2ccccc2)=O)nnc1-c1cccc(Br)c1
1.2166,-2.796,O=C(CSCC(Nc1ccccc1)=O)NC1CC1
3.1988,-4.626,Cn1c(SCc(cc2)ccc2OC)nnc1-c(cc1)cc(OC)c1OC
3.994,-5.442,Cn1c(SCc(cc2)ccc2Br)nnc1-c(cc1)cc(OC)c1OC
1.6398,-3.653,[O-][N+](c(cc1)ccc1NCCCNC(c1cccs1)=O)=O
1.708,-3.344,CN(C(c(cccc1)c1Cl)=NN1CN(CC2)CCC2C(N)=O)C1=S
2.8673,-4.396,CC(C)c(cc1)ccc1NC(CSc1nnc(N)s1)=O
3.9131,-6.316,O=C(CSc1nnc(-c2cccc(Br)c2)o1)Nc(cc1)ccc1F
2.0922,-3.012,CCOC(N1CCN(CN(c(cccc2)c2N2C)C2=S)CC1)=O
2.4803,-4.86,O=C(CSc1nnc(-c2ccco2)o1)c1ccccc1
1.6537,-4.455,[O-][N+](c(cc(C(F)(F)F)cc1)c1Sc1ncnc2c1nc[nH]2)=O
2.4595,-3.219,O=[S@@](CCSc1nnnn1-c1ccccc1)c1ccccc1
3.2891,-7.872,NC(CSc1nnc(-c(ccc(Cl)c2)c2Cl)n1-c1ccccc1)=O
1.043,-2.818,CCCCNC(CSc1ncnc2c1nc[nH]2)=O
3.2536,-6.04,CC(C)(C)c(cc1)ccc1OCc(n1-c2ccccc2)nnc1SCC(N)=O
3.683,-5.507,O=C(C1CC1)Nc(cc1)ccc1Oc(cc1)ccc1Cl
1.1854,-3.383,[O-][N+](c(cc1)ccc1NCCNC(c1cccs1)=O)=O
3.0876,-4.583,CCc(cc1)ccc1C(CSc1nnnn1-c1ccccc1)=O
3.5521,-4.062,COc(cccc1)c1C(Nc1ccc(Cc2ccncc2)cc1)=O
2.9231,-3.43,COc(cc1)ccc1-c1cccc(C(N2CCOCC2)=O)c1
2.6145,-4.003,CN(C)S(N(Cc(cc1)ccc1Br)c1ccccc1)(=O)=O
1.5761,-3.413,O=C(CSc1ncnc2c1nc[nH]2)NCCc1ccccc1
3.5067,-5.269,CC(C)(C)c(cc1)ccc1C(NCCNc(ccc([N+]([O-])=O)c1)c1Cl)=O
1.9335,-2.695,O=C(CSc1ncccc1)NCCOc(cccc1)c1F
4.1581,-4.798,COc(ccc(Cl)c1)c1C(Nc1ccc(Cc2ccncc2)cc1)=O
0.9967,-3.707,CS(c1nnnn1-c1cccc2ccccc12)(=O)=O
1.8023,-3.07,CCc(cc1)cc(/C2=N/OC)c1N/C2=O
2.907,-4.404,COc1cc(NC(Nc2cccc3cccnc23)=O)cc(OC)c1OC
3.9307,-5.198,O=C(c(cc(c(F)c1)F)c1Cl)Nc1cccc2cccnc12
3.331,-4.235,O=C(c(cc(c(F)c1)F)c1Cl)NCCOc1ccccc1
2.9831,-3.87,COc1cc(C(Nc2cccc3cccnc23)=O)cc(OC)c1
4.1801,-5.43,N#Cc(cccc1)c1Sc(cccc1)c1C(NCCOc1ccccc1)=O
3.6391,-5.727,Brc1cc(CSc2nnc(-c3ccco3)o2)ccc1
2.4159,-2.955,CCOc(cc1)cc2c1nc(SCC(N(C)C)=O)s2
4.1109,-5.207,COc(cc1)ccc1-c(n1CC=C)nnc1SCC(Nc1cc(C(F)(F)F)ccc1)=O
4.3245,-5.509,Fc1cccc(F)c1CSc1nc(cccc2)c2s1
3.3634,-4.743,COc(cc1)ccc1-c(n1CC=C)nnc1SCC(Nc(cccc1)c1F)=O
1.8568,-3.773,Cn1nnnc1SCc(c(F)ccc1)c1F
2.2299,-2.828,COc1ccc(CSc2ncccn2)cc1
4.4565,-5.319,Cc(cc1)ccc1OCCNC(c1cc(-c(cc2)ccc2OC)ccc1)=O
2.0209,-3.272,O=C(CSCC(Nc1ccccc1)=O)Nc1nccs1
1.931,-3.701,[O-][N+](c1ccc(/C=C/C(NCCOc2ccccc2)=O)cc1)=O
4.0241,-4.155,CC(C)(C)c(cc1)ccc1OCC(NCCOc1ccc(C)cc1)=O
3.2542,-6.617,CSc1nnc(-c2ccccc2)n1-c1ccccc1
3.422,-3.891,O=S(c(cc1)ccc1Cl)(NCCOc(cc1)ccc1Cl)=O
3.2498,-3.468,Cc(cc1)ccc1OCCNC(CCc(cc1)ccc1OC)=O
4.0241,-4.155,CC(C)(C)c(cc1)ccc1OCC(NCCOc1c(C)cccc1)=O
3.547,-5.62,[O-][N+](c(c1ccc2)cccc1c2NC(CCC1CCCC1)=O)=O
2.7506,-5.08,[O-][N+](c(c1ccc2)cccc1c2NC(CC1CCC1)=O)=O
2.9802,-5.35,[O-][N+](c(c1ccc2)cccc1c2NC(C1CCCCC1)=O)=O
2.6305,-4.522,COc(ccc([N+]([O-])=O)c1)c1C(Nc1ccc(Cc2ccncc2)cc1)=O
4.4312,-4.74,O=C(CCC1CCCCC1)Nc1ccc(Cc2ccncc2)cc1
2.9322,-5.382,CC(c(cc1)cc([N+]([O-])=O)c1Sc1nc(cccc2)c2s1)=O
0.5751,-2.928,CC(c(cc1)cc([N+]([O-])=O)c1Sc1nncn1C)=O
3.4285,-4.94,O=C(c(cc1)ccc1NS(c1ccccc1)(=O)=O)NCCOc(cc1)ccc1Cl
4.0293,-4.91,COc(cc(cc1)SC)c1C(Nc1ccc(Cc2ccncc2)cc1)=O
4.579,-4.762,Cc(cccc1)c1OCCNC(COc1ccc(C2CCCCC2)cc1)=O
3.6762,-5.533,OC(c1ccc(CSCC(Nc2cc3ccccc3cc2)=O)cc1)=O
3.7051,-4.891,CCOc(cc1)cc2c1nc(SCC(NC1CCCCC1)=O)s2
2.7948,-3.365,Cc(cc1)c(C)cc1OCC(N1C)=NN(CN2CCCCC2)C1=S
3.7934,-4.234,Cc1nc(N/N=C(/c(cc(cc2)Br)c2N2)\C2=O)nc(C)c1
3.6659,-4.91,Cc1c(C)sc(N=C(N2C)SCc3ccccc3)c1C2=O
3.6521,-5.078,O=C(COc1cc2ccccc2cc1)Nc(cc1)ncc1Br
3.0758,-4.384,COc1cc(CNC(COc2cc3ccccc3cc2)=O)cc(OC)c1OC
2.9269,-4.244,O=C(COc1cc2ccccc2cc1)Nc1ncccc1
3.79,-4.126,CCN(CC)c(cc1)c(C)cc1NC(c(cccc1)c1OC)=O
5.3308,-7.672,Cc(cc1C)cc(C)c1NC(CSc1nnc(-c(ccc(Cl)c2)c2Cl)o1)=O
2.5234,-3.044,O=C(CCC1CCCC1)Nc(cc1)ccc1OCC(N1CCOCC1)=O
3.3198,-3.45,Cc1cccc(OCCNC(CCc2ccccc2)=O)c1
4.7393,-6.847,CCc(cc1)ccc1C(CSc1nnc(-c2cccc(Br)c2)o1)=O
2.6073,-4.37,CCc(cc1)ccc1C(CSc1nnc(N)s1)=O
1.7533,-3.157,Cc1nnc(SCC(NC2CCCCC2)=O)s1
3.79,-4.126,CCN(CC)c(cc1)c(C)cc1NC(c(cc1)ccc1OC)=O
4.2513,-5.027,Cc(c(C)c1)cc([nH]2)c1nc2SCc(cc1)ccc1F
2.0946,-3.663,Nc1nc(CSc2ncccn2)nc(Nc2ccccc2)n1
4.8613,-5.894,O=C(Nc(cc1)ccc1Cl)Nc(ccc(C(F)(F)F)c1)c1Cl
4.7273,-7.496,CC(CSc1nnc(-c2cc(F)ccc2)n1-c1ccccc1)=C
1.1472,-3.801,CC(Nc(cc1)ccc1C(C[C@@](c(cccc1)c1N1)(C1=O)O)=O)=O
4.8302,-7.033,COc(cc1)ccc1-c(o1)nnc1SCc(c(Cl)ccc1)c1Cl
1.1777,-3.557,[O-][N+](C(C(Oc1c2cccc1)=O)=C2NC1CCCC1)=O
3.1983,-4.542,O=C(CSCc(c(F)ccc1)c1F)Nc1ccccc1
2.7061,-4.494,[O-][N+](c(cc(C(F)(F)F)cc1)c1N(CC1)CCN1C(NC1CCCCC1)=O)=O
4.0359,-5.294,CCSC(N(c1ccccc1)C(c1ccc2)=O)=Nc1c2Cl
1.5194,-3.796,Cn1nnnc1SC/C=C/c(cc1)ccc1[N+]([O-])=O
1.389,-3.503,[O-][N+](C(C(Oc1c2cccc1)=O)=C2NCCOc1ccccc1)=O
3.6878,-4.85,Cc1c(C(NCCOc2ccccc2)=O)c(-c(cccc2)c2Cl)no1
4.067,-5.438,CSc1cccc(NC(CCCC(Nc2cccc(SC)c2)=O)=O)c1
4.4662,-8.089,CSc1nnc(-c(ccc(Cl)c2)c2Cl)n1-c1ccccc1
4.1179,-5.459,Cc(cc1)cc(C)c1C(CSc1nnc(-c2cc(OC)ccc2)n1CC=C)=O
3.1033,-5.574,COc(cc1)ccc1-c(o1)nnc1SCc(cc1)ccc1C(O)=O
2.1456,-4.551,Nc1nnc(SC/C=C/c(cc2)ccc2[N+]([O-])=O)s1
1.2509,-2.44,Cn1c(SCc(cc2)ccc2C(O)=O)nnc1
3.5252,-4.415,Cc1ccc(/C=C(\c(cc2)ccc2Cl)/C#N)o1
5,-6.488,Cc(cc(cc1)Cl)c1Oc(ccc(C(F)(F)F)c1)c1NC(c1cnccc1)=O
2.8789,-3.272,Cc1cc(N(CCC2)C(c3cnccc3)=O)c2cc1
4.3786,-5.805,O=C(c1ccccc1)c(cc1)ccc1OCCNC(c(cccc1)c1Br)=O
3.1528,-3.828,Cc1cccc(C)c1NC(CSC(N1CCCC1)=S)=O
2.3309,-6.535,Cc1c(CSC(N2)=NC(N)=CC2=O)c2ccccc2cc1
2.491,-3.261,Cn1c(SCc(cccc2)c2Br)nnc1
1.8788,-4.023,[O-][N+](c1cc(Br)c(NCc2ccccc2)nc1)=O
0.4607,-2.7,CNc(ncc([N+]([O-])=O)c1)c1Br
1.2516,-2.673,C=CCN(c(cccc1)c1C1=O)C1=O
2.9374,-4.568,Nc1cccc(NC(c(cc(c(F)c2)F)c2Cl)=O)c1
3.2883,-4.715,O=C(CSCC(Nc1ccccc1)=O)c(cc1)ccc1Br
2.2241,-3.159,O=C(CCC1CCCC1)NCCN(Cc1c2cccc1)C2=O
1.7935,-2.775,CC(NCCOc1cccc2ccc(C)nc12)=O
1.972,-2.729,Cc(cc1)ccc1C(NC1CC1)=O
2.8242,-3.191,CC(C)c1cc(NC(C)=O)c(C)cc1OC
3.3347,-4.342,O=C(CC1CCC1)Nc(cccc1)c1C(NCc1ccccc1)=O
3.8536,-5.242,O=C(CSCc1ccccc1)Nc(cccc1)c1C(NCc1ccccc1)=O
0.9895,-3.259,[O-][N+](c(cc1)ccc1NCCNC(CC1CCC1)=O)=O
2.8151,-3.287,CCOc1cc(C(Nc2cnccc2)=O)cc(OCC)c1OCC
4.1705,-4.438,CCCCOc(cc1)ccc1N(C(C)=CC(C)(C)N1)C1=S
2.1923,-3.667,C[C@H](C(Nc1nccs1)=O)Sc1nnnn1-c1ccccc1
3.7343,-6.46,[O-][N+](c(cc1)ccc1-c(cc1)ccc1NC(CSCc1ccccc1)=O)=O
3.2164,-3.468,CC(NCCOc1ccc(C2CCCCC2)cc1)=O
2.9282,-4.796,CCc(cc1)cc([C@@]2(CC(c(cc3)ccc3Br)=O)O)c1NC2=O
0.9238,-1.765,CN(C)S(c(cc1)ccc1C(NCc1ccco1)=O)(=O)=O
0.5624,-1.736,NC([C@@H](CCC1)CN1S(c(cc1)ccc1F)(=O)=O)=O
4.579,-4.762,Cc(cc1)ccc1OCCNC(COc1ccc(C2CCCCC2)cc1)=O
1.3087,-2.753,O=C(COc(cc1)ccc1NS(c(cc1)ccc1F)(=O)=O)N1CCOCC1
2.5923,-3.372,COc(ccc(Cl)c1)c1C(Nc(cc1)ccc1OCC(N1CCOCC1)=O)=O
0.8706,-2.649,CN(C)C(CSc1nnc(-c2ccco2)o1)=O
1.9128,-3.475,CN(C)C(CSc1nnnn1-c1cccc2ccccc12)=O
2.5586,-3.965,CCOC(c1c(N)sc(C(NCc2ccccc2)=O)c1C)=O
2.3908,-3.155,COC(c(cc1)ccc1NC(CC1CCC1)=O)=O
1.753,-3.177,CC(C)(C)c1ccc(CNC(C(C=C2)=CNC2=O)=O)cc1
3.0142,-3.237,O=C(c(cc1)ccc1Br)N(CC1)CCN1c1ncccc1
2.9194,-3.661,COc(ccc(C(NCCOc(cccc1)c1Cl)=O)c1OC)c1OC
3.1766,-3.822,COc(ccc(CCNC(c1nc2ccccc2cc1)=O)c1)c1OC
2.0878,-6.505,NC(N=C(N1)SCc(c2ccccc22)ccc2F)=CC1=O
2.5523,-3.51,CCOC(c1c(NC(NC)=S)sc(C)c1C)=O
0.3354,-2.116,NC(CSCC(Nc1ccccc1)=O)=O
3.0464,-3.637,CC(C)(C)CC(C)(C)NS(c1cc([N+]([O-])=O)c(C)cc1)(=O)=O
1.8086,-3.538,CC(C)(C)SCCNC(c(cccc1)c1OC1=O)=C1[N+]([O-])=O
3.8752,-4.707,Cc(cc1)ccc1SCCNC(c1nc2ccccc2cc1)=O
1.8746,-2.627,COc1ccc(CNC([C@H](CCC2)N2S(c2ccccc2)(=O)=O)=O)cc1
3.7271,-5.282,COc1cc(NC(c(cc2)ccc2C(c2ccccc2)=O)=O)cc(OC)c1OC
4.7854,-6.006,O=C(c1ccccc1)c(cc1)ccc1C(Nc1c(C(F)(F)F)cccc1)=O
3.0672,-4.091,Nc1nnc(SC/C=C/c2ccccc2)s1
0.7214,-1.025,CC(NCCc(cc1)ccc1S(N(C)C)(=O)=O)=O
1.5624,-1.3,O=C(CSc1ncccc1)N(CC1)CCN1C(CSc1ncccc1)=O
5.1353,-3.779,C[Si](C)(C)C#CC1N(Cc2ccccc2)CCN1Cc1ccccc1
3.0954,-5.354,Nc1nnc(SCc(cc2)ccc2OC(C(F)F)(F)F)s1
3.3175,-3.245,C[C@@H]([C@H](C1)c2ccccc2)C(C)(C)[C@H]1C(O)=O
2.5788,-4.174,COc(cc1)ccc1C(N1c2ccccc2)=NN(CO)C1=S
3.2149,-4.741,CC(NCCc(cc1)ccc1S(Nc(c(C)c1)c(C)cc1Br)(=O)=O)=O
3.011,-3.382,COc(ccc(C(Nc1ccc(CN2CCCC2)cc1)=O)c1OC)c1OC
4.5186,-4.919,CCc(cc1)cc2c1Sc(cccc1)c1C2=O
3.2535,-4.812,CC(C)(C)NC(CSC(N1c2ccccc2)=Nc(cccc2)c2C1=O)=O
2.1571,-2.932,O=C(COc(cc1)ccc1NC(c(cccc1)c1F)=O)N1CCOCC1
3.0976,-3.137,CCCN(CCC)S(c(cc1)ccc1C(Nc1ncccc1)=O)(=O)=O
1.8475,-3.772,CCS(N([C@@H](C)C1)c2c1cccc2)(=O)=O
3.1336,-4.324,O=C(c1nc2ccccc2cc1)Nc(cc1)ncc1Cl
1.6851,-1.871,CN(C(CSc1nn(C)nn1)=O)c1ccccc1
2.9158,-5.697,CN(C)P(Nc(cc1)ccc1Br)(Nc(cc1)ccc1Br)=O
3.8996,-5.63,CC(c1c(C)cc(C)c(CSCC(Nc2ccccc2)=O)c1C)=O
2.0071,-6.418,COc1cccc(-c(n2-c3ccccc3)nnc2SCC(N)=O)c1
1.548,-3.139,COc(c1ccccc11)ccc1S(N)(=O)=O
3.264,-4.585,CCc(cccc1C)c1NC(CSc1nnnn1-c1ccccc1)=O
1.8268,-2.446,COc(c1ccccc11)ccc1S(N1CCOCC1)(=O)=O
2.1577,-3.473,CC(NCCc(cc1)ccc1S(NCc(cc1)cc2c1OCO2)(=O)=O)=O
3.5149,-4.718,Cc1nc2ccccc2c(NC(Nc2ccccc2)=O)c1
0.9227,-2.754,NC(C1CCN(CN(C=CN2Cc3ccccc3)C2=S)CC1)=O
2.8939,-4.585,Cn1c(SCc(cc2)ccc2C(O)=O)nnc1-c1ccccc1
4.2809,-5.744,N#Cc(cccc1)c1Sc(cccc1)c1C(NCCOc(cc1)ccc1F)=O
4.332,-4.904,CCc1ccc([C@H](C)NC(COc2cc3ccccc3cc2)=O)cc1
2.2232,-2.76,Cc(cccc1)c1OCCNC([C@H](c1ccccc1)OC)=O
1.1973,-3.169,CCSc(ccc(C(O)=O)c1)c1[N+]([O-])=O
2.4098,-3.983,CN1C(SCc(cc2)ccc2OCC(OC)=O)=Nc(cccc2)c2C1=O
1.61,-3.432,CC(Nc(cc1)ccc1NC(CSc1nnc(C)s1)=O)=O
2.2917,-2.68,NC(CSc1nc(cccc2)c2n1Cc1ccccc1)=O
1.775,-4.154,CCc(cc1)cc(/C2=N/NC(c3ccco3)=O)c1N/C2=O
2.8957,-2.582,Cc(cccc1)c1OCc(n1Cc2ccccc2)nnc1SCCC(O)=O
3.1926,-3.31,CC(C)c1ccc(CNC(c2nc(cccc3)c3[nH]2)=O)cc1
1.9658,-5.096,Nc1nnc(SCc(c([N+]([O-])=O)ccc2)c2Cl)s1
3.0417,-3.287,O=C(c1nc(cccc2)c2[nH]1)NCCc(cc1)ccc1Cl
3.2133,-3.675,Cn1c(Sc2ncc(C(F)(F)F)cc2)nnc1-c1ccccc1
3.5154,-3.942,COc1cc(C(Nc2c(C(F)(F)F)cccc2)=O)cc(OC)c1
2.2533,-5.822,CSc1nnc(-c2cnccc2)n1-c1ccccc1
1.7691,-4.214,[O-][N+](c(cc1)ccc1-c1csc(N(CC2)CCC2C(O)=O)n1)=O
3.9848,-5.393,Cn1c(SCCCC(c(cc2)ccc2F)=O)nnc1-c1ccccc1
4.5112,-7.754,CC(C)(C)c(cc1)ccc1-c(n1-c2ccccc2)nnc1SCCC(O)=O
3.5391,-4.497,Cc1nnc(SCc2c(C)cc(C)cc2C)s1
2.489,-3.486,Cn1c(SCC(c2cc(CCCC3)c3cc2)=O)nnc1
2.9199,-4.755,CCSc(ccc(C(NCCOc1ccc(C)cc1)=O)c1)c1[N+]([O-])=O
3.1823,-4.052,COc(ccc(NC(c(c(Br)c1OC)cc(OC)c1OC)=O)c1)c1OC
2.6081,-4.766,CCSc(ccc(C(Nc1nc(C)ccc1)=O)c1)c1[N+]([O-])=O
3.3445,-4.063,Cc1cccc(OCCNC(c(cccc2)c2SC)=O)c1
1.1282,-1.318,CN(C)C(CSc1nc2ccccc2nc1SCC(N(C)C)=O)=O
3.1727,-4.347,COc(ccc(NC(c1cc(cccc2)c2o1)=O)c1)c1OC
2.5564,-3.605,C[C@](C1)(C1(Cl)Cl)C(Nc1ncc(C)cc1)=O
2.2492,-3.451,C[C@H](CC1)CC[C@@]1(Nc1c2cccc1)NC2=O
3.1931,-4.176,COc(cc(cc1)SC)c1C(Nc(cc1)cc2c1OCCO2)=O
3.5154,-4.141,COc(ccc(C(Nc1nc(CCCC2)c2s1)=O)c1OC)c1OC
2.8958,-4.527,Cn1c(SCc(cc2)ccc2C(c2ccccc2)=O)nnc1
4.4688,-4.861,COc(cc(cc1)SC)c1C(Nc1cc(CCc2ncccc2)ccc1)=O
3.076,-4.853,Cn1c(SCC(c(cc2)ccc2F)=O)nnc1-c1ccccc1
3.7458,-4.467,C[C@@H](CCCC1)N1S(c(cc1)ccc1NC(c(ccc(SC)c1)c1OC)=O)(=O)=O
3.4994,-4.337,O=C(c1nc2ccccc2cc1)NCCOc(cccc1)c1Cl
0.5314,-2.288,CC(NCCOc(c(C)c1)c(C)cc1S(N)(=O)=O)=O
3.656,-4.975,Cn1c(SCC(Nc2cc(C(F)(F)F)ccc2)=O)nnc1-c1ccccc1
3.8516,-4.049,COc1cc(C(Nc2cc(CCc3ncccc3)ccc2)=O)cc(OC)c1OC
4.0332,-5.539,COc(ccc(CNC(c(cccc1)c1Sc(cccc1)c1C#N)=O)c1)c1OC
5.1491,-6.7,O=C(c1ccccc1)c(cc1)ccc1C(Nc1cc(Cl)cc(Cl)c1)=O
5.0196,-5.459,O=C(c1ccc(C2CCCCC2)cc1)Nc(cc1)ncc1Br
1.1086,-3.02,CC(N[C@@H](Cc1c[nH]c2c1cccc2)C(NC1CC1)=O)=O
2.3444,-3.748,O=S(Cc1ccccc1)(NCCOCc1ccccc1)=O
3.4121,-4.098,COc(ccc(C(Nc1ccc(Cc2ccncc2)cc1)=O)c1OC)c1OC
3.2124,-5.866,Cn1c(SCc(cccc2)c2Br)nnc1-c(cc1)ccc1[N+]([O-])=O
2.4222,-2.925,C[C@@](C1)(C2)CC(C)(C)C[C@@H]1N2S(c(cc1)ccc1N)(=O)=O
3.9975,-5.66,CC(C)(C)NC(CSC(N1c2ccccc2)=Nc(sc(C)c2C)c2C1=O)=O
3.2225,-4.24,C[C@@H](CCCC1)N1C(c(cccc1)c1NS(c(cc1)ccc1F)(=O)=O)=O
2.8657,-2.831,CN(C)C(N(CC1)CCN1c1nc(-c2ccccc2)cs1)=O
4.2254,-4.326,O=C(c1nc2ccccc2cc1)NCCCCc1ccccc1
5.2222,-5.822,Cc(cc1)ccc1S(/N=C(\SCC=C)/Sc(cc1)ccc1Cl)(=O)=O
1.8444,-4.294,O=C1NN=C(CSCc(cc2)ccc2Cl)N1
2.8424,-4.373,COc(cc1)ccc1NC(Nc(cc1)cc2c1OCO2)=O
1.5242,-3.4,C[C@](C1)(C1(Cl)Cl)C(Nc(cc1)ccc1OCC(N)=O)=O
3.4717,-3.567,CN(C)C(N(CC1)CCN1c1nc(-c(cc2)ccc2Cl)cs1)=O
2.8024,-3.443,CN(C)c1cccc(NC(Cc(cc2)ccc2F)=O)c1
4.1605,-4.274,O=C(Cc(cc1)ccc1F)Nc1cc(CCc2ncccc2)ccc1
1.7058,-3.744,[O-][N+](c1ccc([C@@H]2O[C@@H](c(cc3)ccc3Cl)OC[C@@H]2O)cc1)=O
3.4543,-3.649,CC(C)(C)c1ccc(CNC([C@H](c2ccccc2)OC)=O)cc1
3.5903,-4.791,Cc(cc1)cc(C)c1C(COC(c1nc2ccccc2cc1)=O)=O
3.3993,-7.607,Nn1c(SCc(cccc2)c2F)nnc1-c1ccccc1
2.5209,-3.507,CC(C)(C)NC(CSCC(Nc1c(C)cccc1C)=O)=O
3.0913,-3.888,CO[C@H](C(NCCOc1cccc(Cl)c1Cl)=O)c1ccccc1
1.2096,-3.68,CC(c(cc1)ccc1NCN(C([C@@H]1[C@@H]2CC=CC1)=O)C2=O)=O
2.2918,-4.237,O[C@](CC(c1c(C(F)(F)F)cccc1)=O)(c(cccc1)c1N1)C1=O
1.6657,-3.626,C=CCN(C([C@]1(CC(c2ccco2)=O)O)=O)c2c1cccc2
4.0104,-4.761,O=S(c1c2c(Cl)cccc2ccc1)(NCCOc1ccccc1)=O
1.4257,-4.809,CS(N(CC1)c(cc2)c1cc2NS(c(cc1)ccc1F)(=O)=O)(=O)=O
4.0514,-5.049,O=C(c(ccc(Cl)c1)c1Cl)NCCOc1cccc2cccnc12
2.5195,-4.556,N#Cc(cccc1)c1S(Nc(cc1)ccc1Br)(=O)=O
3.3399,-3.961,Cc(cc(cc1)Cl)c1OCCNC(c1cccs1)=O
4.3543,-5.105,Cc(cc(cc1)Cl)c1OCCNS(c1cc2ccccc2cc1)(=O)=O
3.011,-3.382,COc1cc(C(Nc2ccc(CN3CCCC3)cc2)=O)cc(OC)c1OC
2.7355,-4.349,CC(C)(C)c1ccc(CNc(cc2)ncc2[N+]([O-])=O)cc1
3.4956,-3.853,O=C([C@@H](Cc1ccccc1)c1ccccc1)NC1CC1
2.8636,-3.841,CC(Nc(cc1)ccc1S(NCCOc(cc1)c(C)cc1Cl)(=O)=O)=O
0.8897,-2.707,O=C(CNC(c(cccc1)c1F)=O)NCc1ccco1
3.3853,-6.146,CS(N(CC1)c(cc2)c1cc2NC(c(ccc(Cl)c1)c1Cl)=O)(=O)=O
4.2563,-5.268,COc(cc1)ccc1-c1cccc(C(Nc(cc2)cc(OC)c2OC)=O)c1
3.3831,-3.617,O=C([C@@H](Cc1ccccc1)c1ccccc1)NCc1cnccc1
3.8725,-5.011,O=C(c(cc1)ccc1F)NCCOc(cc1)ccc1NC(c(cc1)ccc1F)=O
3.132,-3.861,O=S(c(cc1)ccc1Cl)(NCCOc1cccc2cccnc12)=O
